"BAAN NUMBER", "SAP NUMBER", "MATERIAL DESCRIPTION", "PURCHASE ORDER TEXT"
"309420","1207443","TOGGLE SWITCH DPDT  82-734","E7-S5"
"309421","1207444","TOGGLE SWITCH","COVERS FOR FS BOX      E6-S10"
"309422","1207445","PUSH BUTTON E-903","SWITCH (22F243)       E7-S6"
"309058","1207446","GROUND BUSHING1 1/2""","E4-S7"
"309059","1207447","GROUND. BUSHING 1 1/4""","E4-S7"
"309060","1207448","GROUND BUSHING 1""","E4-S7"
"308001","1207449","WIRE, THERMOCOUPLE TYPE S","K16-5-151 TYPE K                             A1"
"308002","1207450","WIRE THERMOCOUPLE TYPE K","858069       A1"
"309100","1207451","CONDUIT 1/2"" RIGID STEEL",""
"309101","1207452","CONDUIT 1"" RIGID STEEL",""
"309102","1207453","CONDUIT  3/4"" RIGID",""
"309035","1207454","ONE HOLE 1/2""","CONDUIT CLAMP RIGID    E4-S8"
"309036","1207455","REDUCER WASHER 1 1/2 ""","1/2"" REDUCING WASHER     E6-S3"
"309037","1207456","REDUCING WASHER 3/4"" TO 1/2""","REDUCING WASHER      E6-S3"
"309038","1207457","1 1/4"" -3/4"" REDUCING WASHER","3/4"" REDUCING WASHER      E6-S3"
"306777","1207458","RESISTOR 37219K03","(3-OHM-225 WATT)     D5-S4"
"306778","1207459","IN5059 SILICON DIODE","D5-S2"
"306779","1207460","CLAMPING DIODE 801PDB240","D5-S2"
"309061","1207461","GROUND. BUSHING 3/4""","E4-S7"
"309230","1207462","CLOSE NIPPLE3/4""","E6-S1"
"309231","1207463","CONDUIT NIPPLE 3/4"" X 2""","E6-S1"
"522226","1207464","9103D2540 SCREW","M7-S6"
"521933","1207465","NYLON CYCLONE  (600-N-3)","L6-S7"
"422153","1207466","68F-1/4"" X 1/4"" MALE CONN.","CONNECTOR (BRASS)      K1-S5"
"422154","1207467","68F-1/4"" X 3/8"" MALE CONN.","CONNECTOR (BRASS)  K1-S5"
"422156","1207468","68F-5/16"" X 1/4"" MALE CONN","CONNECTOR (BRASS)  K1-S5"
"413544","1207469","HYDRAULIC FITTING FEMALE 16-GBU-S","CONNECTOR FERULOK      G6-S5"
"413512","1207470","MALE CONNECTOR 8-FBU-S","FERULOK 8-FBU-S      G6-S9"
"413513","1207471","UNION FERULOK 8-HBU-S","G6-S9"
"413514","1207472","UNION-TEE FERULOK 8 JBU-S","8-JBU-S    G6-S9"
"413515","1207473","FERRULE 8-TU-S","G6-S9"
"413516","1207474","MALE ELBOW FERULOK 8-8CBU-S","8-8CBU-S      G6-S9"
"408403","1207475","CABLE CLAMP (3/16"") FORGED","F2-S1"
"408404","1207476","CABLE CLAMP (1/4"") FORGED","F2-S1"
"408405","1207477","CABLE CLAMP G-450 (3/8"")","F2-S1"
"413518","1207478","UNION ELBOW 10-EBU-S","FERULOK 10-EBU-S      G6-S10"
"413519","1207479","MALE CONNECTOR 10-FBU-S","FERULOK 10-FBU-S      G6-S10"
"408406","1207480","CABLE CLAMP (1/2"") FORGED","F2-S6"
"413520","1207481","MALE HYDRAULIC FITTING 10-6CBU-S","10-6CBU-S      G6-S10"
"408408","1207482","THIMBLE SOLID S412-1/2"" CROSBY","#1037121, 3/4"" BORE      F2-S6"
"411141","1207483","BRUSH 6431520","DISC GRINDER) 6431520       B3-S3"
"411142","1207484","SWITCH (MAKITA) 651313-8","B3-S3"
"411202","1207485","LOCK NUT (FOR R041073","CP121 MODEL A) F9-S4"
"408187","1207486","SC-12-3 TORCH TIP #3","T8-S1"
"408188","1207487","SW1A TORCH HANDLE","T4-S3"
"408190","1207488","LEFT HAND #33","1/4"" ADAPTER       F4-S5"
"408192","1207489","FLINTS FOR 3 FLINT 5002X","SHURLITE LIGHT.      F4-S5"
"411059","1207490","231-601 FRONT GASKET","MODEL GV14 GRIND   F9-S1"
"411060","1207491","WHEEL GUARD 9"" 235-601D9","4 BOLT ONLY     G4-S7"
"411063","1207492","THROTTLE VALVE SPRING 26-601","VALVE SPRING F9-S3"
"415241","1207493","08F67AC AIR LINE","1 1/2"" DRIER       H8-S6"
"408751","1207494","STARTING FLUID SFR11","G2-CAB"
"408752","1207495","WD 40 12 OZ. CAN","G2-CAB"
"408753","1207496","BELT DRESSING  80073","G2-CAB"
"408754","1207497","CONTACT CLEANER 02140","G2-CAB"
"408853","1207498","RAGS COTTON 14"" X 14""","W24-FL"
"411692","1207499","PIN 95651477/ 51716975","G4-S3"
"414165","1207500","410350 SEAL","H9-S5"
"413933","1207501","VALVE, (VICKERS)","#DG4S4W-012N-B-60     G9-S4"
"413935","1207502","PPFBLBUBCC  SUN HYDRAULIC VALVE","HYDRALIC VALVE    G9-S4"
"413936","1207503","9810235531 CONTROL VALVE","VALVE W/9810231204 PILOT  H9-S1"
"416127","1207504","NEOPRENE RUBBER","1/8"" X 30"" X 72"")         U6"
"416128","1207505","RED RUBBER (1/8""","X 36"" X 72"")  SILICONE SHEET HI-TEMP         U6"
"416129","1207506","NEOPRENE RUBBER (1/4"")","X 6""W X 25' LONG)         S4-S3"
"416130","1207507","NEOPRENE RUBBER (3/8"")","X 30"" X 120"")         U3"
"416131","1207508","SKIRT RUBBER 1/2""","THICK 48""W X 50'L      W94-T"
"416132","1207509","HP-3 BELT PUNCH","H4-S2"
"415301","1207510","8210G100 VALVE 2"" 2","N.C.  120/60 COIL       H7-S3"
"415303","1207511","8210-103 ASCO VALVE","AIR VALVE 2"" N.O.     H7-S1"
"411667","1207512","THROTTLE LEVER H80-134A","G4-S6"
"411669","1207513","HAMMER NEEDLE NS11-S22-19AIR","KIT (NS11-S22-19)     G4-S6"
"411670","1207514","CHISEL 24 SR-207","RETAINER LOCK SPRING       G4-S9"
"202504","1207515","THERMOMETER 3989K56","0-220 DEGREES F.      B7-S7"
"202505","1207516","LANCE HOLDER T-316-36","B6-STANDING"
"302350","1207517","RELAY CONTROL 700DCNT200Z2","C2-S5"
"302340","1207518","CONTROL RELAY 8501XO80B02","120 VOLT COIL SQUARE D    C2-S5"
"302801","1207519","OVERLOAD HEATERS N-11","C4-S1"
"302802","1207520","OVERLOAD HEATERS N-21","C4-S1"
"528300","1207521","GRINDING DISC 7 X 1/4 X 5/8-11","10/BOX        R3-S1"
"528302","1207522","EMORY CLOTH, 320 GRIT, 83216","CLOTH 320 GRIT       N1-S1"
"528303","1207523","GRINDING COMPOUND","R3-S3"
"522260","1207524","9105F0079 ""O"" RING 10083026","M7-S4"
"702610","1207525","580 HEX ROUND COLLAR CHISEL-12","INCH P/T# C5812RC-36    G1-FL"
"522115","1207526","9105F0380 ""O"" RING","M7-S1"
"522116","1207527","9105F0049 ""O"" RING","M7-S4"
"522316","1207528","9105F0159 SEALING RING","***WAS 9105F0159          M7-S2"
"522317","1207529","2040D0631 FLANGE","M7-S9"
"522318","1207530","9105F0085 SCRAPER RING","M7-S4"
"522319","1207531","10083030 SCRAPER RING","REPLACES 9105F0086        M7-S4"
"522320","1207532","2040G0141 GUIDE","M6-S4"
"523117","1207533","HEATING ELEMENT  150 KW","480 VOLT   8400241   L7/S8"
"522321","1207534","2040G0131 GUIDE","M6-S4"
"522558","1207535","2023R1441 COIL","M5-S6"
"522559","1207536","2023C2382 JUNCTION PLATE","M5-S5"
"522357","1207537","2040B0451 FLANGE","M7-S8"
"522358","1207538","9105F0411 ""O"" RING","M7-S1"
"522330","1207539","9107L1339 FITTING","M9-S9"
"522331","1207540","9107L4034 CUTTING RING","M8-S9"
"522332","1207541","9107L4137 UNION NUT","M8-S9"
"523118","1207542","9885K68 REPLACEMENT","BASKET STRAINER PVC  L5-S3"
"522333","1207543","9107L4035 CUTTING RING","M8-S9"
"522569","1207544","2023C5671 JUNCTION PLATE","M5-S4"
"523120","1207545","ROLLER WITH SPROCKET 535-39-EW","114249GP SEALED BEARINGS{HEAVY DUTY}     W25-FL"
"522106","1207546","2011R2221 REPAIR KIT","M4-S9"
"528307","1207547","SANDPAPER, 40 GRIT","WET OR DRY      R3-S4"
"530211","1207548","VALVE, 1122-8` BUTTERFLY, 6""","O3-S5"
"538075","1207549","VALVE, 2"" FOOT","150-200 POUNDS      P8-S4"
"538076","1207550","VALVE, DFVS35 3"" FOOT","DIXION      P8-S4"
"702627","1207551","JUMBO RIVET BUSTER CHISEL-12""","P/T# JRBC12-86   G1-S3"
"702640","1207552","STAPLES T50 6MM 1/4""","L2-S7"
"538903","1207553","VITON SEAL FOR 2""BUTTERFL","VALVE 30-100       P8-S9"
"601110","1207554","BUSHING, BRONZE SINTERED","#EP2832-28          P7-S2"
"601113","1207555","BUSHING, 1"" BUNTING","X 1 1/2"" X 4"" LONG       P7-S2"
"601114","1207556","BUSHING BRONZE P101-8","1"" X 1-3/16"" X 1"" LONG       P7-S2"
"418407","1207557","SPROCKET 120E28 QD","J6-S5"
"421908","1207558","OPW-4"" RUBBER","GASKET (KAM-LOCK)       K1-S2"
"421910","1207559","GASKET, OPW-3"" RUBBER, 300GBU","GASKET (KAM-LOCK)    K1-S2"
"418408","1207560","SPROCKET 16 TOOTH 120 CHAIN","120 CHAIN SPROCKET     J6-S6"
"421913","1207561","KAM-LOCK COUPLING 4""","MALE HOSE FITTING      K1-S1"
"421914","1207562","CAMLOCK COUPLING","3"" FEMALE TO 3"" MALE CAMLOCK       K1-S1"
"309253","1207563","PANDUIT COVER#C-2","E4-STANDING"
"309254","1207564","K.O. 4"" SQUARE BOX 1/2""","E6-S4"
"309255","1207565","CONDUIT PLUG 1/2""","(PLASTIC SNAP- IN       E6-S3"
"404704","1207566","10-24X2""RD./HD.MACH.SCREW","F7-S4"
"309221","1207567","COVER FOR DUP. #DS-23","RECP. FS BOX       E6-S7"
"309223","1207568","CONDULET COVER 170 1/2""","CROUSE HINDS      E5-S6"
"304148","1207569","FUSE AGC-20","C7-S5"
"304149","1207570","FUSE (FRS-150) 600 VOLTS","C8-S4"
"302009","1207571","LIMIT SWITCH E51RC","SENSOR RECPTACLE       B3-S3"
"302010","1207572","LIMIT  SWITCH 10316H188C","SWITCH ( TYPE L)      B2-S10"
"302011","1207573","LIMIT SWITCH  PROX E53CBL18A2E","B2-S8"
"304150","1207574","FUSE TRS200R FERRAZ 200A/600V","TIME DELAY         C8-S5"
"302618","1207575","CONTACTS SZ. 5 477B477G03","C3-S6"
"302619","1207576","CONTACTOR, REVERSING MAGNETIC","43FP32AFE   C4-S6"
"302621","1207577","CONTACTS REAR POLE N.O D26MPR","C3-S3"
"302655","1207578","INTERLOCK, FURNAS 49AAFC","N.C. SERIES C    C3-S6"
"302657","1207579","CONTACT SZ.0-4 SO1-1 N.O. 9998","C3-S4"
"302660","1207580","CONTACT KIT Z34038","FOR A-B CONTACTOR  C2-S8"
"302917","1207581","OVERLOAD HEATERS B40.0","SQUARE D     C4-S5"
"302918","1207582","OVERLOAD HEATER W-49","C4-S2"
"302919","1207583","HEATER ELEMENT W76","C4-S1"
"302920","1207584","OVERLOAD HEATER B62.0","SQ. D       C4-S5"
"304167","1207585","FUSE (GMA-1/4)","C8-S7"
"304168","1207586","FUSE (NON-70-AMP","250 VOLT)   C9-S8"
"204184","1207587","METER 50-250440LSRL","AC AMP  0-200 AMP     B4-S2"
"304169","1207588","FUSE  NON-60 AMP 250 VOLT","C9-S8"
"303129","1207589","CIRCUIT BREAKER","BREAKER 30 AMP I-L&L      C5-S4"
"303132","1207590","CIRCUIT BREAKER FA34015","C6-S1"
"303133","1207591","CIRCUIT BREAKER FA34040","(40 AMP I-LINE)   C5-S7"
"303426","1207592","BLACK BUTTON (DOWN) E30KB103","C6-S8"
"303427","1207593","BLACK BUTTON (IN)","C6-S8"
"303429","1207594","PUSH BUTTON, LONG, GREEN","#CH10250T113            C7-S2"
"303384","1207595","LENS, BLUE, #CH10250TC4N","PLASTIC          C6-S8"
"303386","1207596","SELECTOR SWITCH, #CH10250T3067","4 POSITION, MA LVR        C7-S4"
"303387","1207597","LEDGER PLATE, OFF/ON","#CH10250TM42       C7-S1"
"303388","1207598","LEDGER PLATE, RED (BLANK)","#CH10250TM37        C7-S1"
"303389","1207599","LEDGER PLATE, ""FORWARD""","#CH10250TM15      C7-S1"
"303390","1207600","LEDGER PLATE (UP)10250TM35","C6-S10"
"303224","1207601","PUSH-PULL-OPER. W/LIGHT","800T-FXNP16XA7       C6-S6"
"303225","1207602","SELECTOR X-181170","SWITCH-KEY      C6-S9"
"303226","1207603","SELECTOR SWITCH 3-POSITION 800","800T-J2KE7B       C6-S7"
"202117","1207604","POWER PAK RA-H (FOR","ROTO-BIN DICATOR)      B6-S5"
"202217","1207605","THERMOCOUPLE DUEL ELEMENT 18""","TYPE K  KK63018U-SL-22        U7"
"202218","1207606","THERMOCOUPLE DUAL ELEMENT 30""","TYPE K  KK63030U-SL-22                       U7"
"204845","1207607","TIMER 700-NT","PNEUMATIC (.02-60SEC)    B3-S2"
"302514","1207608","CARD, IC693ALG221E INPUT","ANALOG 4 PT CURRENT         T9-S2"
"609402","1207609","TUBING, 1/2"" O.D. COPPER","P7-S5"
"609403","1207610","TUBING, 5/16"" O.D. COPPER","P7-S7"
"538002","1207611","VALVE, 3/4"" BALL 1011TTE","BALL VALVE 400 PSI(MUST BE ABLE TO LOCK OUT)  P8-S2"
"538003","1207612","VALVE, 1/2"" BALL, CAST W/LOCK","HANDLE BRONZE STVA      P8-S2"
"817318","1207613","O RING 1/16"" 030","X 1 5/8"" X 1 3/4""      R6-S5"
"416406","1207614","BUSHING, WOODS 3-3/8""","04282      H1-S10"
"419203","1207615","BASE, #56442 726 CI HOR.","FOR BOSTON SPEED REDUCER       J4-S5"
"416408","1207616","BUSHING, E 2-15/16""","H1-S10"
"416409","1207617","BUSHING, E 2-3/8"" QD","WOODS     H1-S10"
"415362","1207618","99-023 REPAIR KIT","(SOLENOID VALVE)      H8-S12"
"419206","1207619","#TYPE S72DT80N4 EURODRIVE","REDUCER   W3-B3"
"420243","1207620","H-7545 LATCH KIT FOR","MODEL EC60-16-3COFFING      J3-S6"
"421502","1207621","3"" PVC FLANGE SCH.","80 4 BOLT       J1-S6"
"421701","1207622","BELL 3"" X 2""","REDUCER WELD TYPE        J2-S9"
"421702","1207623","BELL reducer 4"" X 3""","REDUCER WELD TYPE        J2-S9"
"418195","1207624","#L-110/AL-110 SOX SPIDER","FOR LOVE JOY COUPLING      J5-S5"
"418196","1207625","HUB, #L-110 X 1-1/2""","3/8"" X 3/16"" KW, LOVE JOY COUPLING       J5-S5"
"00703963","1207626","CUP 4.2 OZ ROLLED LIP","{1 BOX}     8190712    P1-S2"
"524213","1207627","PUMP, #K-28-031-125-205 MICRO","FOR KLOSTER MIXER       N8-S7"
"418197","1207628","#011230 FLEXIBLE ELEMENT","FOR DODGE PF116 COUPLING  J8-S6"
"524214","1207629","PUMP, #K28-021-125-204 MICRO","FOR KLOSTER MIXER       N8-S7"
"418301","1207630","CHAIN, C100-18 COUPLING","J8-S6"
"421174","1207631","NIPPLE 2 1/2"" X 4""","NIPPLE SCH. 40      J2-S5"
"421175","1207632","NIPPLE 3"" X CLOSE  SCH. 40","J2-S5"
"421176","1207633","NIPPLE  3"" X 6"" SCH. 40","J2-S5"
"421177","1207634","NIPPLE 3/8"" X 3"" S/S 40","PIPE NIPPLE SCH 40 316 SS       J2-S5"
"421180","1207635","3/8"" BLACK PIPE TEE","THREADED TEE SCH.       J2-S6"
"421194","1207636","1"" UNION SCH. 80","J2-S7"
"421195","1207637","1 1/4"" UNION SCH. 80","J2-S8"
"418302","1207638","#80 R ROLLER CHAIN DOUBLE","#80 DOUBLE  J8-S8"
"418165","1207639","2 3/16"" STEEL LOCKING COLLAR","LOCKING COLLAR      J8-S1"
"418166","1207640","L100-1.250 X 1.250 LOVE JOY","LOVE JOY COUPLING     J8-S1"
"418170","1207641","FLEX HUB ONLY FOR 1025G51","FALK COUPLING MACHINED FOR (00413828)SEE 00527106  J8-S2"
"418171","1207642","SLEEVE, FALK 1025G10/G51","J8-S2"
"521310","1207643","PINION FOR STAR DRIVE 003360","TEETH PINION     K9-FL"
"521311","1207644","AXLE (D29-115-164)","K9-S1"
"418173","1207645","L-100 3/4""COUPLING W/INSERT","3/4"" W/INSERT   J8-S1"
"521355","1207646","BEARING, BALL & SOCKET","JOINT (009-235)      K9-S5"
"530136","1207647","VIBRATOR BOARD, JEFFERY 615572","BOARD USES FUSE GDB-50MA  O1-S8 REPLACES 613681"
"521356","1207648","HIGH PRESSURE HOSE","NW-4 (009-266)        K9-S5"
"522419","1207649","REPAIR KIT, #K-485","VACUUM PUMP       M3-S5"
"530138","1207650","PILOT BURNERTIP 4027-01-T2425","BURNER TIP          O1-S8"
"530139","1207651","PILOT MIXER, #4031","O1-S8"
"530141","1207652","WHEEL, 23345T12 ""V"" GROOVED","O1-S6"
"530142","1207653","CIRCUIT BOARD, 611982","JEFFREY      O1-S8"
"530158","1207654","PILOT SET, 4011-12","O1-S9"
"522420","1207655","2040G0101 WEAR SHOE","DISA      M6-S11"
"522423","1207656","DISA SCRAPER","SCRAPER PLATE   #DWG#D-002-B-4-C      M3-S3"
"812222","1207657","STP OIL TREATMENT 12/15 OZ","53125A  Q1-S4"
"523301","1207658","ROLLER 77.75X 4"" ROLLOVER DRAW","ROLLER 77.75X4"" ROLL OVER DRAW      X-1"
"303230","1207659","CONTACT BLOCK 800T-XD3","1 EARLY NO      C6-S7"
"420198","1207660","GEARED WHEEL 12760","J3-S7"
"523828","1207661","MOTOR TOSHIBA 0254SDSR41A-P","25HP, 284T FRAME,230/460 VAC, 1800 RPM       W1-B1"
"309232","1207662","CONDUIT NIPPLE 3/4"" X 3""","E6-S1"
"306105","1207663","MOTOR, 2HP, 1725RPM, 145TC","TEFC 208-230/460, (BALDOR--#VM3558T)         W3-B1"
"306106","1207664","MOTOR, 1.5 HP-1725 RPM-CM145TC","FRAME 230/460 VOLT      W3-B1"
"306781","1207665","RESISTOR (411-8707)","(5 OHM-100 WATT) D100K50R     D5-S4"
"306782","1207666","DIODE ECG97","D5-S2"
"308405","1207667","CABLE, #2/0 WELDING","E2-S7"
"306108","1207668","MOTOR, 10HP-1800RPM- WES 284U","FRAME 460 VOLTS    W1-B2"
"308500","1207669","CORD, SO  #12/4","E3-S5"
"308501","1207670","CORD, SJO VUTRON  14/3","(YELLOW) 300 VOLT     E3-S4"
"308502","1207671","CORD, SO #14-4 BLACK","E3-S3"
"309611","1207672","MOR71557 50 WATT LED 1/2 KNUCK","STEM 120 VOLT      E7-S10   1/2 KNUCKLE"
"401408","1207673","BRASS NUT HEX--USS 1/2""","E9-S11"
"401409","1207674","1/4""BRASS FLAT WASHER USS","E9-S11"
"401411","1207675","BRASS FLAT WASHER USS 1/2""","E9-S11"
"309833","1207676","GRIP 1 1/4"" FS #CG1016","E8-S5"
"309834","1207677","HEAT SINK COMPOUND #SL-1","E8-S6"
"305147","1207678","BULB NEON GLOW  (NE-2J)","D8-S2"
"305148","1207679","BULB (24PSB)","D8-S4"
"305150","1207680","BULB R/S 100 WATT","D6-S1"
"305151","1207681","BULB R/S 200 WATT","D6-S1"
"306614","1207682","CAPACITORS","-10% 100 V)     D6-S6"
"306616","1207683","50 VOLT","50 VOLT      D6-S6"
"412000","1207684","CHAIN 9/32"" GD 100","COOGR 18220   CAM-ALLOY    G5-S3"
"405132","1207685","5000-334 SNAP","RING INTERNAL  F7-S8"
"412002","1207686","CHAIN 1/2"" GD 100","COOGR 18222 CAM-ALLOY     G5-FL"
"405133","1207687","E-25 E-RING","F7-S7"
"412003","1207688","HAMMERLOCK COUPLING 3/8""","G5-S5"
"204174","1207689","CONTINUITE TESTER #32393","VOLTAGE TESTER GB-GCV-206 (12-440 VAC/CA)      T4-S2"
"204809","1207690","COUNTER HZ170A6","(100 COUNT)      B3-S2"
"203213","1207691","CONTROLLER","DC2500-EE-0L00-200-10000-EO-0      B6-S5"
"202221","1207692","THEROMOCOUPLE DUEL ELEMENT 48""","TYPE K KK63048U-SL-22       U7"
"202222","1207693","THERMOCOUPLE M416","(10010-000-0-27) T-BAR         U7"
"204812","1207694","COUNTER PU868 BI-DIRECTIONAL","ENCODER 12 VOLT ECCI         T2-S2"
"204606","1207695","PRESSURE SWITCH E1H-H90-P6-PLS","B4-S6"
"204608","1207696","PRESSURE PSI SWITCH  836-C7A","4-150      B4-S6"
"204609","1207697","PRESSURE SWITCH E1SH15PLS","5-15 PSI      B4-S6"
"204610","1207698","PRESSURE SWITCH HLGP","(GAS 2-16"", 1"" -6"")     B4-S3"
"204611","1207699","PRESSURE SWITCH J21K2549545","B4-S3"
"204805","1207700","COUNTER HZ172A6","(40 COUNT)     B3-S2"
"204806","1207701","COUNTER 120506-100","(ROTARY RESET 115 VOL     B3-S1"
"302875","1207702","OVERLOAD HEATERS CC81.5","C5-S1"
"302876","1207703","OVERLOAD HEATER, CHFH27","C5-S1"
"302877","1207704","OVERLOAD HEATERS N-16","C4-S1"
"302839","1207705","OVERLOAD HEATERS B10.2","SQUARE D      C4-S2"
"302840","1207706","OVERLOAD HEATERS B11.5","C4-S2"
"204614","1207707","PRESSURE SWITCH 836T-T251J","B4-S6"
"302841","1207708","OVERLOAD HEATERS B14.0","SQUARE D    C4-S1"
"302842","1207709","OVERLOAD HEATERS B17.5","SQUARE D   C4-S1"
"302843","1207710","OVERLOAD HEATERS B19.5","SQUARE D   C4-S1"
"302844","1207711","OVERLOAD HEATERS B22.0","C4-S1"
"303228","1207712","PUSH BUTTON 800MR-A1B","OPERATOR GREEN      C6-S6"
"524336","1207713","SUCTION FILTER (WIX 33011)","(PART#28220)            N5-S5"
"523794","1207714","WEAR STRIP 10X74X2","PART# 23WER010033   L2-S2"
"523793","1207715","VALVE SEAL (DOUBLE LIP)","PART# 11060732                   L2-S2"
"533099","1207716","VALVE, H/F SV10-25-0-N-0 CRT","2W NO SOLSPL 3K6GPM VC10-2 (SMALL MOLD HANDLER)  O7-S2"
"411169","1207717","REDUCING MODULE D08 WITH","EXTERNAL PILOT DRAIN P/N MRP-06-C-3090-1-1333"
"522655","1207718","BEARING, PEB22455H PIL BLK","LINKBELT                I5-S2"
"522666","1207719","510776 MAXI SPLICE 2"" LG AB","4-1/2"" LONG BOLTS       H4-S7"
"524344","1207720","STRIPPER FOR TORSION BLOCK","(PART#10973)             N6-S2"
"522096","1207721","2040D1161 BRACKET","M8-FL"
"107303","1207722","PAINT, ALMOND","B8-CAB"
"520224","1207723","ARMORED CABLE ASSEMBLEY","CBLE-4324-15'     M9-S9"
"418596","1207724","BELT, 5VX710","130--ON FENCE"
"304098","1207725","FUSE, LPS-RK-350SP","C7-S8"
"418448","1207726","SPROCKET D40BS12H, 1""","FOR RAIL RUNNER    J5-S7"
"418449","1207727","SPROCKET D40BS20H 7/8""","FOR RAIL RUNNER   J5-S7"
"411174","1207728","VALVE- AIR PARKER 3/8""","B5K2000XXC     O6-S5"
"416389","1207729","2"" BUSHING WOODS","PART#00217108    H2-S8"
"416362","1207730","BUSHING, TB WOODS, SKL 1-5/8","USE WITH 00416283     H1-S2"
"407567","1207731","MALE QUICK CPLG. 00329206","GATES 12 LOC-12 RMP PIPE CPLG. 7207-0662     F4-S2"
"407568","1207732","FEMALE QUICK CPLG. 00285548","H6B BRASS PLUG 3/4"" FEMALE PIPE  F4-S2"
"302119","1207733","PRESSURE TRANSDUCER 3196K1","2 WIRE 4-20MA 0-3000 PSI ROLLOVER DRAW   B2-S2"
"417103","1207734","ADAPTER, SNW 20 X 3-7/16","ITEM#00552544 GOES WITH 417611 & 417387       I3-FL"
"524347","1207735","VACUUM SEALING LATERAL PART","L10 (PART#50641)                   N5-S5"
"302585","1207736","CONTACT, AUXILIARY  ABB","CAL5-11               K6-S5"
"415245","1207737","SAFETY VALVE (GRESEN)","GRESEN LD2-16-2S VALVE     G9-S5"
"306943","1207738","TRANSFORMER 40VA  GT4031F","120 VOLT PRIMARY 24 VOLT SECONDARY D4-S3"
"302102","1207739","BANNER LT3PILV (L GAGE)","B3-S9"
"413853","1207740","HYDRAULIC PUMP","PVM045ER05CE01AAA28000000A0A   02-347736 071223RM3001"
"530120","1207741","DRIVE ROLLER HEAVY DUTY 6""X3""","WITH 1"" BORE P/T 61065K47    01-S4"
"523792","1207742","JOYSTICK 2 POSITION LH","CONTROLER WITH CONTACT BLOCKS PT# 22501075 L1-S5"
"524316","1207743","GASSING PLATE, VACUUM SEALING-1","SQUARE (PART#25524)       N5-S4"
"524317","1207744","GASSING PLATE, VACUUM SEALING-2","LARGE RING (PART#25521)           N6-S3"
"524318","1207745","GASSING PLATE, VACUUM SEALING-3","SMALL RING (PART#25520)             N5-S4"
"524319","1207746","SAND STRIPPER","(PART#25746)                 N5-S5"
"524320","1207747","INTERMEDIATE GASSING PLATE","420X420 (PART#25704)            N6-S3"
"302114","1207748","TENSIONER SPRING","PART# 440EA13078             B1-S1"
"302115","1207749","PULLEY INSIDE CORNER","PART#440AA17101                 B1-S1"
"302116","1207750","PULLEY OUTSIDE CORNER","PART#440AA17102                    B1-S1"
"523798","1207751","O-RING 8297T123 (AS568A-013)","(100 PER PACK) FOR CLANSMAN            L2-S6"
"523797","1207752","O-RING 8297T134 (AS568A-024)","(50 PER PACK) FOR CLANSMAN           L2-S6"
"418563","1207753","BELT, 5VX1000 SUPER HCV","60--ON FENCE"
"420093","1207754","2"" SIDE GUIDE ROLLER","PART# 23-1017-00                        J4-S8"
"420092","1207755","3/4"" STUD SWIVEL","PART# S-193A                         J4-S8"
"522095","1207756","10003068 FEATHER KEY","WAS 9104D1069    M7-S5"
"522094","1207757","2040D3890 ADAPTOR","2040D3890 ADAPTOR  M7-FL"
"417199","1207758","BEARING, HANGER, 2"" BRONZE SET","SBX4, DRG# 886F530-1         I2-S3"
"536478","1207759","SEAT BELTS","PART# 32036 RETRACTIABLE ORANGE  P9-S4"
"407570","1207760","7"" FLEX HOSE","X-3"
"419157","1207761","ACTUATOR J-73918","REPAIR KIT       J5-S4"
"419158","1207762","50903-401-09 PIN","J4-S1"
"422103","1207763","UNION NUT 41FS-1/2""","K1-S3"
"422104","1207764","UNION NUT 41FS-5/8""","K1-S3"
"422105","1207765","UNION NUT 41FS-3/4""","K1-S3"
"421184","1207766","1 1/4"" THREADED TEE","TEE SCH. 80        J2-S6"
"419168","1207767","1C287A122P31 BEARING PIN","J4-S2"
"419169","1207768","1CN401P18 NUT","J4-S2"
"518309","1207769","ELECTRO SWITCH 501A851G01","WESTINGHOUSE TYPE W 600 V       K4-S3"
"417347","1207770","BEARING CONE 3476","I4-S5"
"417348","1207771","BEARING, CONE, 3490","I4-S5"
"417349","1207772","BEARING, CUP, 3732","I4-S5"
"417350","1207773","BEARING, CONE, 3782","TIMKEN       I4-S5"
"417351","1207774","BEARING, CONE, 39250","I4-S5"
"417353","1207775","BEARING CUP 39422","I4-S5"
"522251","1207776","3409R0025 HOSE","M5-S10"
"522207","1207777","2040B2110 LEFT","CHAMBER PLATE W-81"
"523977","1207778","RETURN SPRING, 115061","N10-S4"
"523978","1207779","PULLEY, 141097","N9-S3"
"416116","1207780","3/8""X30""X50&L CONV. BELT","3/16""X3/32""COV."
"523217","1207781","SHAFTS PER SKETCH #2 MOLDBUGGY","EQUIP. #18-015       L4-S7"
"523223","1207782","SEAL, 37-90 BINKS AIR","MOTOR DRIVE UNIT               L4-S8"
"523227","1207783","GASKET, 37-85 BINKS AIR","MOTOR DRIVE UNIT              L4-S8"
"530517","1207784","PIN, 73D, ROURA HOPPER","ROUR       O3-S7"
"522204","1207785","2011F2941 INSERT","M4-S8"
"521651","1207786","4"" PURE GUM RUBBER SLEEVE","TYPE A RED     L7-FL"
"521652","1207787","PINCH VALVE 4"" TYPE A RED","W-15"
"521923","1207788","GAUGE, PRESSURE 40313","L7-S3"
